id,title,text,source
wiki_55909484,Commercial Operating System,"Commercial Operating System (COS) is a discontinued family of operating systems from Digital Equipment Corporation. They supported the use of DIBOL, a",Wikipedia
wiki_5273206,Comparison of open-source operating systems,"These tables compare free software / open-source operating systems. Where not all of the versions support a feature, the first version which supports",Wikipedia
wiki_30423710,List of disk operating systems called DOS,"32/64 DIP DOS, the operating system of the Atari Portfolio DOS/360, 1966 IBM System/360 mainframe computer Disk Operating System DragonDOS, for the Dragon",Wikipedia
wiki_44890550,USU (operating system),(Bulgarian: УСУ; Учи Свободен с Убунту) is a Bulgarian open-source desktop operating system built around the KDE desktop environment and based on the popular free,Wikipedia
wiki_32736,OpenVMS,"just VMS, is a multi-user, multiprocessing and virtual memory-based operating system. It is designed to support time-sharing, batch processing, transaction",Wikipedia
wiki_85926,PSOS (real-time operating system),"pSOS (Portable Software On Silicon) is a real-time operating system (RTOS), created in about 1982 by Alfred Chao, and developed and marketed for the first",Wikipedia
wiki_463613,Configuration file,"organized by the operating systems on which they are commonly used. Many different file formats are used on Unix and Unix-like operating systems. Even so, there",Wikipedia
wiki_18295,Legacy system,system. Virtualization technology is a recent innovation allowing legacy systems to continue to operate on modern hardware by running older operating,Wikipedia
wiki_481226,Convergent Technologies Operating System,"Technologies Operating System, also known variously as CTOS, BTOS and STARSYS, is a discontinued modular, message-passing, multiprocess-based operating system. It",Wikipedia
wiki_81196,Computing platform,"metonymy. For example, in a single computer system, this would be the computer&#039;s architecture, operating system (OS), and runtime libraries. In the case",Wikipedia
wiki_2713965,UNOS (operating system),UNOS is a discontinued real-time operating system (RTOS); it was the first 32-bit Unix-like system with real-time extensions.[citation needed] It was,Wikipedia
wiki_11128472,MNOS (operating system),"Система (МНОС), or Portable Operating System) is a Unix-like operating system developed in the Soviet Union. The system is derived from Version 6 Unix",Wikipedia
wiki_19649,MVS,"Multiple Virtual Storage (MVS) is the most commonly used operating system on the System/370, System/390 and IBM Z IBM mainframe computers. IBM developed MVS",Wikipedia
wiki_151967,Windowing system,The X Window System was first released in 1984 and is historically the main windowing system for Unix and Unix-like operating systems. The core protocol,Wikipedia
wiki_34828617,CNK operating system,Compute Node Kernel (CNK) is the node level operating system for the IBM Blue Gene series of supercomputers. The compute nodes of the IBM Blue Gene family,Wikipedia
wiki_46630,Embedded system,assembly code or a mixture of both. Real-time operating systems often support tracing of operating system events. A graphical view is presented by a host,Wikipedia
wiki_40743,Aurora (disambiguation),"cron jobs Aurora (typeface), a serif font Mobile OS Aurora, a Russian operating system spun off from Sailfish Aurora OS, formerly named Eeebuntu OS, a discontinued",Wikipedia
wiki_33809690,Verve (operating system),Verve is a research operating system developed by Microsoft Research. Verve is verified end-to-end for type safety and memory safety. Because of their,Wikipedia
wiki_1540801,Comparison of MS-DOS compatible operating systems,and at least partially compatible disk operating systems. It does not include the many other operating systems called &quot;DOS&quot; which are unrelated to IBM,Wikipedia
wiki_1350138,Micro-Controller Operating Systems,"Micro-Controller Operating Systems (MicroC/OS, stylized as μC/OS, or Micrium OS) is a real-time operating system (RTOS) designed by Jean J. Labrosse in",Wikipedia
wiki_598445,UNIX System V,UNIX System V (pronounced: &quot;System Five&quot;) is one of the first commercial versions of the Unix operating system. It was originally developed by AT&amp;T and,Wikipedia
wiki_1164933,Windows Registry,"database that stores low-level settings for the Microsoft Windows operating system and for applications that opt to use the registry. The kernel, device",Wikipedia
wiki_683014,Secure operating system,"Secure operating system may refer to: Security-focused operating system Security-evaluated operating system, operating systems that have achieved certification",Wikipedia
wiki_866065,UEFI,"powered on, the UEFI implementation typically runs first, before the operating system or any other program is loaded. Examples include AMI Aptio, Phoenix",Wikipedia
wiki_674891,Arch Linux,"version of the package manager Pacman, from within another Linux-based operating system. The user can mount their newly formatted drive partition, and use",Wikipedia
wiki_25529780,Lightweight kernel operating system,high-performance computing (HPC) system is particularly sensitive to operating system overhead. Traditional multi-purpose operating systems are designed to support,Wikipedia
wiki_75743,ICL VME,"VME (Virtual Machine Environment) is a mainframe computer operating system developed by the UK company International Computers Limited (ICL, now part of",Wikipedia
wiki_42100545,Glossary of operating systems terms,File System (JFFS) at Sourceware.org List of technology terms Comparison of operating systems List of operating systems Timeline of operating systems,Wikipedia
wiki_46636055,RTX (operating system),real-time operating systems (RTOS) by the firm IntervalZero. They are software extensions that convert Microsoft Windows operating system into a RTOS,Wikipedia
wiki_13100537,SHARE Operating System,"new (and incompatible) operating system, IBM 7090/94 IBSYS. Multiple Console Time Sharing System Timeline of operating systems SQUOZE Alt, Franz Leopold",Wikipedia
wiki_24226,Plan 9 from Bell Labs,"Plan 9 from Bell Labs is an operating system designed by the Computing Science Research Center (CSRC) at Bell Labs in the mid-1980s, built on the UNIX",Wikipedia
wiki_83167112,Aluminium OS,Aluminium OS (also known as Android for PC) is an upcoming desktop operating system created and developed by Google and Google DeepMind for the Googlebook,Wikipedia
wiki_349504,Environment variable,"operating system flavors and variants from that point onward including Linux and macOS. From PC DOS 2.0 in 1982, all succeeding Microsoft operating systems",Wikipedia
wiki_61699,Genera (software),commercial operating system and integrated development environment for Lisp machines created by Symbolics. It is essentially a fork of an earlier operating system,Wikipedia
wiki_37082462,Comparison of mobile operating systems,"This is a comparison of mobile operating systems. Only the latest versions are shown in the table below, even though older versions may still be marketed",Wikipedia
wiki_2694626,SUSE Linux Enterprise,"SUSE Linux Enterprise (SLE) is a Linux-based operating system developed by SUSE. It is available in two editions, suffixed with Server (SLES) for servers",Wikipedia
wiki_67953981,Windows 11,"Windows 11 is the current major release of Microsoft&#039;s Windows NT operating system, released on October 5, 2021, as the successor to Windows 10 (2015)",Wikipedia
wiki_60817707,HarmonyOS,"pinyin: Hóngméng Cāozuò Xìtǒng; trans. &quot;Vast Mist&quot;) is a distributed operating system developed by Huawei for smartphones, tablets, smart TVs, smart watches",Wikipedia
wiki_6857,Computer multitasking,"preemptively, some operating systems provide a variant to threads, named fibers, that are scheduled cooperatively. On operating systems that do not provide",Wikipedia
wiki_84404,Xenix,"Xenix is a Unix operating system that was published by Microsoft from 1980 to 1987, and by the Santa Cruz Operation (SCO) from 1987 to 1991. Xenix is based",Wikipedia
wiki_26980,Sun Microsystems,"developed its own storage systems and a suite of software products, including the Unix-based SunOS and later Solaris operating systems, developer tools, Web",Wikipedia
wiki_620709,List of Linux distributions,"considered a distribution for advanced users. Android is a mobile operating system bought and currently being developed by Google, based on a Google modified",Wikipedia
wiki_148285,64-bit computing,majority of the operating system code in most modern operating systems[citation needed] (although many may not be loaded when the operating system is running),Wikipedia
wiki_29294,IBM System/360,"The smaller System/360 models used the Basic Operating System/360 (BOS/360), Tape Operating System (TOS/360), or Disk Operating System/360 (DOS/360,",Wikipedia
wiki_1108276,FLEX (operating system),"FLEX is a discontinued single-tasking operating system developed by Technical Systems Consultants (TSC) of West Lafayette, Indiana, for the Motorola 6800",Wikipedia
wiki_5416311,List of built-in macOS apps,"default programs found on macOS have counterparts on Apple&#039;s other operating systems, most often on iOS and iPadOS. Apple has also included versions of",Wikipedia
wiki_275549,GNU Project,"important parts, the operating system and all of its utility programs, need to be free software. Stallman decided to call this operating system GNU (a recursive",Wikipedia
wiki_8325880,Android,"Android (operating system), an operating system primarily developed by Google Android (desktop operating system), an upcoming desktop operating system by Google",Wikipedia
wiki_1980,Amiga,"channels of sample-based audio. It runs a pre-emptive multitasking operating system called AmigaOS, with a desktop environment called Workbench. The Amiga",Wikipedia
wiki_33496160,Mobile app,"web apps. Native applications are designed specifically for a mobile operating system, typically iOS or Android. Web apps are written in HTML5 or CSS and",Wikipedia
wiki_622973,Trusted operating system,Trusted Operating System (TOS) generally refers to an operating system that provides sufficient support for multilevel security and evidence of correctness,Wikipedia
wiki_238394,Business Operating System (software),"The Business Operating System, or BOS, was initially developed as an early cross-platform operating system, originally for Intel 8080 and Motorola 6800",Wikipedia
wiki_6246512,Nemesis (operating system),"Nemesis was an operating system that was designed by the University of Cambridge, the University of Glasgow, the Swedish Institute of Computer Science",Wikipedia
wiki_66086,DR-DOS,"DR-DOS is a disk operating system for IBM PC compatibles, originally developed by Gary A. Kildall&#039;s Digital Research and derived from Concurrent PC DOS",Wikipedia
wiki_345354,System 7,"System 7 (later named Mac OS 7) is the seventh major release of the classic Mac OS operating system for Macintosh computers, made by Apple Computer. It",Wikipedia
wiki_6921388,Divine Operating System,"Divine Operating System is the second studio album released by Supreme Beings of Leisure, an electronic/trip hop band, in 2002. All tracks by Supreme Beings",Wikipedia
wiki_40642,NeXTSTEP,"NeXTSTEP is a discontinued object-oriented, multitasking operating system developed by NeXT, the technology company founded by Steve Jobs. Based on the",Wikipedia
wiki_5366082,EFI system partition,ESP to start operating systems and various utilities. An ESP contains the boot loaders or kernel images of installed operating systems (which are typically,Wikipedia
wiki_49900621,RedoxOS,"Redox is a Unix-like operating system based on a microkernel design. It is community-developed, released as free and open-source software and distributed",Wikipedia
wiki_17804686,GEORGE (operating system),"GEORGE was the name given to a series of operating systems released by International Computers and Tabulators (ICT) in the 1960s, for the ICT 1900 series",Wikipedia
wiki_1774467,Windows Server,Server) is a brand name for server-oriented releases of the Windows NT operating system (OS) that have been developed by Microsoft since 1993. The first release,Wikipedia
wiki_28718893,Xerox Operating System,The Xerox Operating System (XOS) was an operating system for the XDS Sigma series of computers &quot;optimized for direct replacement of IBM DOS/360 installations&quot;,Wikipedia
wiki_10635,Free software,"GNU Project: a collaborative effort to create a freedom-respecting operating system, and to revive the spirit of cooperation once prevalent among hackers",Wikipedia
wiki_21492980,IMac,"evolved through seven distinct forms. The iMac natively runs the macOS operating system. Its original form, the iMac G3, had a gumdrop, egg-shaped look with",Wikipedia
wiki_7580554,FreeBSD,"other operating systems such as Darwin (the basis for macOS, iOS, iPadOS, watchOS, and tvOS), TrueNAS (an open-source NAS/SAN operating system), and the",Wikipedia
wiki_41181813,Xbox system software,"Windows, the newer consoles feature operating systems that are highly compatible with Microsoft&#039;s desktop operating systems, allowing for shared applications",Wikipedia
wiki_13574643,Operating System Projects,"for Operating System Projects, is a teaching operating system designed to provide an environment for an introductory course in operating systems. By selectively",Wikipedia
wiki_20640,MacOS,"operating system, derived from OPENSTEP for Mach and FreeBSD, which has been marketed and developed by Apple since 2001. It is the current operating system",Wikipedia
wiki_39769,IBM AS/400,"1988. It was the successor to the System/36 and System/38 platforms, and ran the OS/400 operating system. Lower-cost but more powerful than its predecessors",Wikipedia
wiki_35810951,INK (operating system),INK (for I/O Node Kernel) is the operating system that runs on the input output nodes of the IBM Blue Gene supercomputer. INK is a Linux derivative. Compute,Wikipedia
wiki_19368,Mandriva Linux,people have multi-boot boxes with both the Linux and Microsoft Windows operating systems installed on them. They do some tasks in Linux and some in MS Windows,Wikipedia
wiki_78099310,Tock (operating system),is a free and open source embedded operating system for microcontrollers written in Rust. The operating system&#039;s goal is to isolate components so untrusted,Wikipedia
wiki_39450160,Dell Networking Operating System,DNOS or Dell Networking Operating System is a network operating system running on switches from Dell Networking. It is derived from either the PowerConnect,Wikipedia
wiki_1551363,Init,"computer operating systems, init (short for initialization) is the first user-space process started during booting of the operating system. Init is a",Wikipedia
wiki_1480792,Domain/OS,Domain/OS is the discontinued operating system used by the Apollo/Domain line of workstations manufactured by Apollo Computer. It was originally launched,Wikipedia
wiki_1811242,Gas-operated reloading,"Gas-operation is a system of operation used to provide energy to operate locked breech, autoloading firearms. In gas-operation, a portion of high-pressure",Wikipedia
wiki_38630767,PlayStation 4 system software,"The PlayStation 4 system software is the updatable firmware and operating system of the PlayStation 4. The operating system is Orbis OS, based on FreeBSD",Wikipedia
wiki_28257292,Illumos,"Illumos (stylized as &quot;illumos&quot;) is a partly free and open-source Unix operating system. It has been developed since 2010 and is based on OpenSolaris, after",Wikipedia
wiki_1695848,Spring (operating system),project in building an experimental microkernel-based object-oriented operating system (OS) developed at Sun Microsystems in the early 1990s. Using technology,Wikipedia
wiki_47738123,Android Eclair,"the fifth version (and second major release) of the Android mobile operating system. Eclair spans the versions 2.0.x and 2.1. Unveiled on October 26, 2009",Wikipedia
wiki_626229,DOS/360 and successors,"Disk Operating System/360, also DOS/360, or simply DOS, is the discontinued first member of a sequence of operating systems for IBM System/360, System/370",Wikipedia
wiki_35051629,Wombat (operating system),"In computing, Wombat is an operating system, a high-performance virtualised Linux embedded operating system marketed by Open Kernel Labs, a spin-off of",Wikipedia
wiki_206797,Operating environment,"interface (API) to the applications manager. An operating environment is not a full operating system, but is a form of middleware that rests between the",Wikipedia
wiki_1513980,Lineo,Linux operating system in 2 MB of ROM/flash and 4 MB of RAM. Embedix SDK and the Embrowser - a fully graphical web browser for embedded systems. Embrowser,Wikipedia
wiki_167079,Smartphone,"by their more advanced hardware capabilities and extensive mobile operating systems, access to the internet, business applications, mobile payments, and",Wikipedia
wiki_1525837,THE multiprogramming system,"The THE multiprogramming system (THE OS) was a computer operating system designed by a team led by Edsger W. Dijkstra, described in monographs in 1965-66",Wikipedia
wiki_1794945,TCP/IP stack fingerprinting,"combination of parameters may then be used to infer the remote machine&#039;s operating system (aka, OS fingerprinting), or incorporated into a device fingerprint",Wikipedia
wiki_8716363,NOS (operating system),"NOS (Network Operating System) is a discontinued operating system with time-sharing capabilities, written by Control Data Corporation in 1975. NOS ran",Wikipedia
wiki_998890,CentOS,"CentOS (/ˈsɛntɒs/, from Community Enterprise Operating System; also known as CentOS Linux) is a discontinued Linux distribution that provided a free and",Wikipedia
wiki_34533583,Mer (software distribution),not an operating system; it is aimed to be one component of an operating system based on the Linux kernel. Mer is a part of the operating system above,Wikipedia
wiki_75946160,HarmonyOS 5,"distributed operating system developed by Huawei that succeeded the similarly named HarmonyOS, with the main difference being that the &quot;NEXT&quot; operating system supports",Wikipedia
wiki_455410,Taskbar,graphical user interface elements that provide access to fundamental operating system functions and information. At the time of its introduction in 1995,Wikipedia
wiki_18195583,IOS version history,iOS (formerly iPhone OS) is a mobile operating system developed by Apple Inc. and was first released in June 2007 alongside the first generation iPhone,Wikipedia
wiki_94419,Gentoo Linux,package management system. The original design was based on the ports system used by the Berkeley Software Distribution (BSD) operating systems. The Gentoo repository,Wikipedia
wiki_70957863,MacOS Ventura,"Ventura (version 13) is the nineteenth major release of macOS, Apple&#039;s operating system for Macintosh computers. The successor to macOS Monterey, it was announced",Wikipedia
wiki_1202009,KeyKOS,"capability-based operating system for the IBM S/370 mainframe computers. It allows emulating the environments of VM, MVS, and Portable Operating System Interface",Wikipedia
wiki_16848024,Panos (operating system),"PANOS is a discontinued computer operating system developed by Acorn Computers in the 1980s and released in 1985, which ran on the 32016 Second Processor",Wikipedia
wiki_10812211,JX (operating system),"JX is a free, open source, microkernel operating system developed by the University of Erlangen with both the kernel and applications implemented using",Wikipedia
wiki_685032,Security-evaluated operating system,Product Evaluation Program. Comparison of operating systems Security-focused operating system Trusted operating system See 6 Evaluation assurance levels for,Wikipedia
wiki_9101,Device driver,in the original calling program. Drivers are hardware-dependent and operating-system-specific. They usually provide the interrupt handling required for,Wikipedia
wiki_26206476,MeeGo,"distribution hosted by the Linux Foundation, using source code from the operating systems Moblin (produced by Intel) and Maemo (produced by Nokia). MeeGo was",Wikipedia
wiki_6657273,Tao Group (software),hardware-independent format. The Intent platform could be run either as the native operating system or as an application. Service code was delivered in a format called,Wikipedia
wiki_2333752,History of Unix,General Electric were jointly developing an experimental time-sharing operating system called Multics for the GE-645 mainframe. Multics introduced many innovations,Wikipedia
wiki_400414,USB flash drive,"standard, supported natively by modern operating systems such as Windows, Linux, macOS and other Unix-like systems, as well as many BIOS boot ROMs. USB",Wikipedia
wiki_8562286,VMware Fusion,"by VMware for macOS systems. It allows Macs with Intel or Apple M series CPUs to run virtual machines with guest operating systems, such as Microsoft Windows",Wikipedia
wiki_41069429,OmniROM,"OmniROM was an open-source operating system for smartphones and tablet computers, based on the Android mobile platform. It involves a number of prominent",Wikipedia
wiki_301507,Fork (system call),"or other system calls of the kernel. For many years, fork was the primary method of process creation on Unix and Unix-like operating systems, and it remains",Wikipedia
wiki_12226953,SPIN (operating system),"The SPIN operating system is a research project implemented in the computer programming language Modula-3, and is an open source project. It is designed",Wikipedia
wiki_454486,Windows 9x,"a generic term referring to a former line of Windows, a family of operating systems produced by Microsoft. It had releases between 1995 and 2000, and",Wikipedia
wiki_2512283,Interruptible operating system,"the system can stop any program that is already running, which is a feature on nearly all modern operating systems. Operating system Operating System Projects",Wikipedia
wiki_57592104,MacOS Mojave,"version 10.14) is the fifteenth major release of macOS, Apple&#039;s desktop operating system for Macintosh computers. macOS Mojave was announced at Apple&#039;s Worldwide",Wikipedia
wiki_30958,Time-sharing,"Newer batch processing software and methodologies, including batch operating systems such as IBSYS (1960), decreased these &quot;dead periods&quot; by queuing up",Wikipedia
wiki_53045,File Allocation Table,(FAT) is a file system developed for personal computers and was the default file system for the DOS and Windows 9x operating systems. Originally developed,Wikipedia
wiki_2399620,OpenSUSE,the developers is on creating a stable and user-friendly RPM-based operating system with a large target group for workstations and servers. Additionally,Wikipedia
wiki_42439009,PDOS (operating system),"PDOS is a discontinued multiuser multitasking operating system, written in assembly language developed in the early 1980s by the Eyring Research Institute",Wikipedia
wiki_33247593,List of open-source mobile phones,This is a list of mobile phones with open-source operating systems. Some hardware components used in phones require drivers (or firmware) to run. For,Wikipedia
wiki_223942,Rootkit,"[citation needed] Most operating systems support kernel-mode device drivers, which execute with the same privileges as the operating system itself. As such,",Wikipedia
wiki_68334,Desktop environment,"metaphor made of a bundle of programs running on top of a computer operating system that share a common graphical user interface (GUI), sometimes described",Wikipedia
wiki_65514314,Thoth (operating system),"Thoth is a real-time, message passing operating system (OS) developed at the University of Waterloo in Waterloo, Ontario Canada. Thoth was developed at",Wikipedia
wiki_59785,IBM System/370,enhance performance for the MVS/370 operating systems ECPS:VM A feature to enhance performance for the VM operating systems Other changes were compatible only,Wikipedia
wiki_11921686,Operating system Wi-Fi support,Operating system Wi-Fi support is defined as the facilities an operating system may include for Wi-Fi networking. It usually consists of two pieces of,Wikipedia
wiki_2055550,List of Microsoft Windows components,"Archived February 13, 2020, at the Wayback Machine, Notice that XP is the operating system listed. Retrieved April 2013 &quot;How Windows Time Service Works: Windows",Wikipedia
wiki_40629237,SteamOS,"SteamOS is a gaming-focused operating system released by Valve that incorporates the company&#039;s video game storefront, Steam. Based on Arch Linux and built",Wikipedia
wiki_187398,Cisco IOS,The Internetworking Operating System (IOS) is a family of proprietary network operating systems used on several router and network switch models manufactured,Wikipedia
wiki_77103730,Collocation (operating systems),Collocation is a technique used in operating system design to improve the performance of microkernel-based systems. It moves code that would normally,Wikipedia
wiki_4801,BeOS,BeOS is a discontinued operating system for personal computers that was developed by Be Inc. It was conceived for the company&#039;s BeBox personal computer,Wikipedia
wiki_11168084,Hyper-V,"following operating systems support Enlightened I/O, allowing them therefore to run faster as guest operating systems under Hyper-V than other operating systems",Wikipedia
wiki_8775865,List of web browsers for Unix and Unix-like operating systems,and Unix-like operating systems. Not all of these browsers are specific to these operating systems; some are available on non-Unix systems as well. Some,Wikipedia
wiki_18933304,AmigaOS,AmigaOS is a family of proprietary native operating systems of the Amiga and AmigaOne personal computers. It was developed first by Commodore International,Wikipedia
wiki_34882330,Catamount (operating system),Catamount is an operating system for supercomputers. Catamount is a lightweight kernel that provides basic functionality and aims for efficiency. The roots,Wikipedia
wiki_32237275,Advanced Comprehensive Operating System,"Comprehensive Operating System (ACOS) is a family of mainframe computer operating systems developed by NEC for the Japanese market. It consists of three systems, based",Wikipedia
wiki_77118,Apple Lisa,"aspects of the computer&#039;s operating system. The Lisa was based on the Motorola 68000 microprocessor, and utilized an operating system with a window-and-mouse-driven",Wikipedia
wiki_353077,EROS (microkernel),"Extremely Reliable Operating System (EROS) is an operating system developed starting in 1991 at the University of Pennsylvania, and then Johns Hopkins",Wikipedia
wiki_54613600,KaiOS,"1 April 2020[update], there are 500+ apps in KaiStore. The mobile operating system is comparatively lightweight on hardware resource usage, and is able",Wikipedia
wiki_8242,Debian,"Debian (/ˈdɛbiən/) is a free, general-purpose operating system developed by the Debian Project, a worldwide volunteer association founded by Ian Murdock",Wikipedia
wiki_30864970,Principle of least privilege,"the operating system core and has hardware access. One of the principal responsibilities of an operating system, particularly a multi-user operating system",Wikipedia
wiki_61269744,GrapheneOS,"GrapheneOS (/ˈɡræfiːn.oʊˈɛs/) is an open-source mobile operating system focused on security and privacy, available for Google Pixel and future Motorola",Wikipedia
wiki_9914,Executable and Linkable Format,"for the application binary interface (ABI) of the Unix operating system version named System V Release 4 (SVR4), and later in the Tool Interface Standard",Wikipedia
wiki_37656,Concurrent Versions System,"systems, while clients can be on any operating system. CVS operates as a front end to Revision Control System (RCS), an older version control system that",Wikipedia
wiki_18909256,Blue screen of death,"of Windows, a series of operating systems by Microsoft. It is used to indicate a system crash, in which the operating system reaches a critical condition",Wikipedia
wiki_13230305,Time Sharing Operating System,"Time Sharing Operating System, or TSOS, is a discontinued operating system for RCA mainframe computers of the Spectra 70 series. TSOS was originally designed",Wikipedia
wiki_13399147,Myarc Disk Operating System,MDOS (short for Myarc Disk Operating System) is an operating system commercialized by Myarc. It was designed and implemented specifically for the Geneve,Wikipedia
wiki_617754,XNU,the computer operating system (OS) kernel developed at Apple Inc. since December 1996 for use in the Mac OS X (now macOS) operating system and released,Wikipedia
wiki_73119077,Hierarchical File System,"System (Apple), a file system by Apple used for the classic Mac OS operating system Hierarchical File System (IBM MVS), a file system by IBM used for the",Wikipedia
wiki_40178668,List of custom Android distributions,"This is a list of Android distributions, Android-based operating systems (OS) commonly referred to as Custom ROMs or just ROMs, forked from the Android",Wikipedia
wiki_28323115,System 1,Macintosh &quot;System 1&quot; is the first major release of the classic Mac OS operating system. It was developed for the Motorola 68000 microprocessor. System 1 was,Wikipedia
wiki_21291483,Windows NT,"Windows NT is a proprietary graphical operating system produced by Microsoft as part of its Windows product line, originally released for the workstation",Wikipedia
wiki_9433680,Scout (operating system),Scout is a research operating system developed at the University of Arizona. It is communication-oriented and designed around the constraints of network-connected,Wikipedia
wiki_21694,NeXT,"specification, which decoupled the NeXTSTEP operating system&#039;s application layer to host it on third-party operating systems. In 1993, NeXT withdrew from the hardware",Wikipedia
wiki_32429305,Internet OS,"An Internet operating system, or Internet OS, is any type of operating system designed to run all of its applications and services through an Internet",Wikipedia
wiki_22409,OS/2,OS/2 (Operating System/2) is a proprietary computer operating system for x86 and PowerPC based personal computers created and initially developed jointly,Wikipedia
wiki_24399,PDP-11,"features of PDP-11 operating systems, and other operating systems from Digital Equipment, influenced the design of operating systems such as CP/M and hence",Wikipedia
wiki_28590663,Systemd,from feature creep and has damaged interoperability across Unix-like operating systems (as it does not run on non-Linux Unix derivatives like BSD or Solaris),Wikipedia
wiki_152106,Inter-process communication,"processes in a computer system, or between multiple such systems. Mechanisms for IPC may be provided by an operating system. Applications which use IPC",Wikipedia
wiki_66924,Memory management,"some operating systems, e.g. Burroughs/Unisys MCP, and OS/360 and successors, memory is managed by the operating system. In other operating systems, e.g",Wikipedia
wiki_40909,Booting,"not themselves operating systems, but are able to load an operating system properly and transfer execution to it; the operating system subsequently initializes",Wikipedia
wiki_88066,Syllable Desktop,lightweight hobbyist operating system for Pentium and compatible processors. Its purpose was to create an easy-to-use desktop operating system for the home and,Wikipedia
wiki_34147,X Window System,"on most Unix-like operating systems and OpenVMS, and has been ported to many other contemporary general purpose operating systems. X provides the basic",Wikipedia
wiki_2636394,Age verification,"the requirements, and applying to operating systems not always used for general computing (such as embedded systems and servers). The Age Verification",Wikipedia
wiki_29482098,Comparison of IPv6 support in operating systems,This is a comparison of operating systems in regard to their support of the IPv6 protocol. Operating systems that support neither DHCPv6 nor SLAAC cannot,Wikipedia
wiki_7423303,List of Unix systems,"at Bell Labs turned its focus to Plan 9 from Bell Labs, a distinct operating system released in 1993, and later on Inferno. All versions of BSD from its",Wikipedia
wiki_23304,Personal digital assistant,"navigation system to produce the smartphone. To a lesser extent, the tablet computer also replaced PDAs, offering larger screens and newer operating systems. The",Wikipedia
wiki_40629989,Fire OS,Fire OS is an Android (AOSP)-based operating system developed by Amazon for their hardware devices. Fire OS includes a customized user interface primarily,Wikipedia
wiki_24614627,Runit,"management scheme for Unix-like operating systems that initializes, supervises, and ends processes throughout the operating system. Runit is a reimplementation",Wikipedia
wiki_79058362,Origin OS,"Android-based operating system by Vivo, a Chinese multinational technology company. It was officially released on November 18, 2020. It replaced the operating system",Wikipedia
wiki_95763,L4 microkernel family,"to implement a variety of types of operating systems (OS), though mostly for Unix-like, Portable Operating System Interface (POSIX) compliant types. L4",Wikipedia
wiki_67094405,Comparison of user features of operating systems,Comparison of user features of operating systems refers to a comparison of the general user features of major operating systems in a narrative format. It does,Wikipedia
wiki_21201301,Xv6,and RISC-V systems. It was created for educational purposes in MIT&#039;s Operating System Engineering course in 2006. MIT&#039;s Operating System Engineering,Wikipedia
wiki_238775,Newline,"Unix-like systems followed Unix. This created conflicts between Windows and Unix-like operating systems, whereby files composed on one operating system could",Wikipedia
wiki_760639,List of file systems,"systems. Many older operating systems support only their one &quot;native&quot; file system, which does not bear any name apart from the name of the operating system",Wikipedia
wiki_37656132,Musl,"musl is a C standard library intended for operating systems based on the Linux kernel, released under the MIT License. It was developed by Rich Felker",Wikipedia
wiki_6539754,Exit (system call),"On many computer operating systems, a computer process terminates its execution by making an exit system call. More generally, an exit in a multithreading",Wikipedia
wiki_457192,System 6,"System 6 (or System Software 6) is the sixth major release of the classic Mac OS operating system for Macintosh computers, made by Apple Computer. It",Wikipedia
wiki_8556788,Parallels Desktop for Mac,"Desktop 10 for Mac, support for guest operating systems includes a variety of 32-bit and 64-bit x86 operating systems, including: MS-DOS Multiple versions",Wikipedia
wiki_12740,Gary Kildall,"dominant operating system for microcomputers for a time. Together with his invention of the BIOS (Basic Input Output System), his operating system allowed",Wikipedia
wiki_20023,Microkernel,"of software that can provide the mechanisms needed to implement an operating system (OS). These mechanisms include low-level address space management,",Wikipedia
wiki_958263,Green Hills Software,Software is a privately owned company that builds operating systems and programming tools for embedded systems. The firm was founded in 1982 by Dan O&#039;Dowd and,Wikipedia
wiki_984882,Windows NT 3.1,"Windows NT 3.1 is the first major release of the Windows NT operating system developed by Microsoft, released on July 27, 1993. It marked the company&#039;s",Wikipedia
wiki_351131,Virtual file system,"concrete file system support be recompiled, and possibly modified before recompilation, to allow it to work with a new release of the operating system; or the",Wikipedia
wiki_28825877,Smartwatch,"offer features comparable to smartphones, including apps, a mobile operating system, Bluetooth and Wi-Fi connectivity, and the ability to function as portable",Wikipedia
wiki_255308,Apple SOS,"The Sophisticated Operating System, or SOS (/sɔːs/), is the primary operating system of the Apple III computer. SOS was developed by Apple Computer and",Wikipedia
wiki_21291954,MS-DOS,"em-ess-DOSS; acronym for Microsoft Disk Operating System, also known as Microsoft DOS) is an operating system for x86-based personal computers mostly",Wikipedia
wiki_1265916,Postfix (software),"Linux, macOS, Solaris and, generally speaking, on every Unix-like operating system that ships with a C compiler and delivers a standard POSIX development",Wikipedia
wiki_16189721,BlackBerry OS,BlackBerry OS is a discontinued proprietary mobile operating system developed by Canadian company Research In Motion (now BlackBerry Limited) for its BlackBerry,Wikipedia
wiki_193813,Linux from Scratch,"compact, flexible and secure system and a greater understanding of the internal workings of the Linux-based operating systems. To keep LFS small and focused",Wikipedia
wiki_4132805,BitLocker,"encrypt the operating system volume. Starting with Windows Vista with Service Pack 1 and Windows Server 2008, volumes other than the operating system volume",Wikipedia
wiki_383127,Peter G. Neumann,how computer systems fail and advocated for the principles that make them fail less often.. Neumann worked on the Multics operating system in the 1960s,Wikipedia
wiki_43989914,Windows 10,"Windows 10 is a major release of the Windows NT operating system developed by Microsoft. The successor to Windows 8.1, it was released to manufacturing",Wikipedia
